source_id,source_name,country,region_scope,module,source_type,url,tier,notes
US_TECH_033,Descartes Labs,US,US,Technology,Company,https://www.descarteslabs.com/,Backup,"Remote sensing data analysis, AI platform, compute-heavy geospatial workflows."
US_TECH_034,Esri Newsroom,US,US,Technology,Company,https://www.esri.com/about/newsroom/announcements,Backup,"GIS and GeoAI ecosystem, NGA/defense contracts, geospatial AI context."
US_TECH_035,ULA,US,US,Technology,Company,https://www.ulalaunch.com/,Backup,US launch capacity and national security launch comparison.
US_CHIP_AI_004,Analog Devices Space and High Reliability,US,Global,Technology;Chip_AI_Compute,Company,https://www.analog.com/en/solutions/aerospace-and-defense/space.html,Watch,Added based on space-compute weekly brief requirements.
US_TECH_036,Microchip Space Systems,US,US,Technology;Chip_AI_Compute,Company,https://www.microchip.com/en-us/products/microprocessors/64-bit-mpus/pic64-hpsc,Backup,"HPSC, RT PolarFire, rad-tolerant processors, FPGA and mixed-signal space components."
US_CHIP_AI_005,ServeTheHome,US,Global,Technology;Chip_AI_Compute;Market_Background,Company,https://www.servethehome.com/,Backup,useful only when chip / AI compute overlaps with space; original country value normalized from: US/Global
US_FINANCING_022,AFWERX,US,US,Technology;Financing,Company,https://afwerx.com/,Backup,Dual-use and air/space innovation funding.
US_TECH_037,Orbital Insight,US,US,Technology;Financing,Company,https://www.orbitalinsight.com/,Backup,verify elsewhere / cross-check with official source
US_TECH_038,Relativity Space,US,US,Technology;Financing,Company,https://www.relativityspace.com/,Backup,Terran R and reusable large launch vehicle progress.
US_POLICY_025,FERC Federal Energy Regulatory Commission,US,US,Policy,Official,https://www.ferc.gov/news-events,S_Core,AI compute + power grid 主线核心来源；2026 Q2 大负荷接入规则关键监管出口
US_POLICY_026,House Select Committee on the CCP,US,US,Policy,Official,https://selectcommitteeontheccp.house.gov/media,S_Core,芯片走私、AI 模型蒸馏、云端访问等执法/调查方向核心来源
CN_POLICY_015,香港特区政府新闻公报 HK Gov Info,China,China-HK,Policy,Official,https://www.info.gov.hk/gia/general/,S_Core,香港 AI/算力/半导体政策主入口，SITI/创科局发言常驻
CN_POLICY_016,世界互联网大会 WIC,China,China,Policy,Official,https://www.wicwuzhen.cn/,A_Active,AI 安全治理论坛、亚太峰会等高规格会议来源，事件驱动扫描
CN_FINANCING_017,21世纪经济报道 21jingji,China,China,Financing;Policy,Financial_Media,https://www.21jingji.com/,S_Core,中国主流财经媒体之一，融资/并购/产业资本报道高频
CN_FINANCING_018,证券时报 STCN,China,China,Financing,Financial_Media,https://www.stcn.com/,S_Core,A 股上市公司公告解读、并购重组类融资条目标准来源
CN_FINANCING_019,上海证券报 CN Stock,China,China,Financing,Financial_Media,https://www.cnstock.com/,S_Core,中国主流财经媒体，融资/股权变更/上市公司报道
CN_FINANCING_020,每日经济新闻 NBD,China,China,Financing;Technology,Financial_Media,https://www.nbd.com.cn/,S_Core,财经主流媒体；商业航天供应链与上市公司公告报道高频
CN_CHIP_AI_010,芯谋研究 ICWise,China,China,Chip_AI_Compute;Financing,Research_Institute,https://www.icwise.com.cn/,S_Core,中国半导体产业核心独立研究机构；融资条目重要参考
US_FINANCING_023,Forbes,US,US;Global,Financing,Financial_Media,https://www.forbes.com/,Watch,大并购条目金额 / 投资人补充来源；与 Reuters / WSJ 互验
US_TECH_039,Amazon Press Center,US,US,Technology;Policy;Financing,Company,https://press.aboutamazon.com/,S_Core,Amazon Leo / Kuiper / Globalstar 并购等卫星互联网核心一手来源
US_TECH_040,Globalstar Investor Relations,US,US,Technology;Policy;Financing,Company,https://investors.globalstar.com/,S_Core,MSS 频谱、D2D、Apple 合作与 Amazon 并购的官方一手来源
US_FINANCING_024,Credo Technology Investor Relations,US,US,Financing;Chip_AI_Compute,Company,https://investors.credosemi.com/,S_Core,AI 集群光互连/CPO 整合主线公司一手来源
US_FINANCING_025,Molex Newsroom,US,US,Financing;Chip_AI_Compute,Company,https://www.molex.com/en-us/about/news,Watch,光电共封装/CPO 供应链整合事件来源；事件驱动扫描
CN_TECH_027,新浪科技 Sina Tech,China,China,Technology;Financing,Industry_Media,https://tech.sina.com.cn/,Watch,新浪科技频道，与新浪财经互补；高频转载、需回溯一手来源
US_SOURCE_003,SEC EDGAR S-1 Filings,US,US,Financing,Filing,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&type=S-1&dateb=&owner=include&count=40,S_Core,IPO 注册环节专项入口；与通用 SEC EDGAR 条目互补
